word,pos,source
careful,adjective,パス単
carefully,adverb,パス単
carnival,noun,パス単
carpenter,noun,パス単
carry,verb,パス単
castle,noun,パス単
catch,verb,パス単
cause,verb,パス単
ceiling,noun,パス単
celebrate,verb,パス単
center,noun,パス単
central,adjective,パス単
century,noun,パス単
ceremony,noun,パス単
chance,noun,パス単
change,verb,パス単
cheap,adjective,パス単
cheaply,adverb,パス単
check,verb,パス単
chef,noun,パス単
child,noun,パス単
Chinese,adjective,パス単
chocolate,noun,パス単
choose,verb,パス単
church,noun,パス単
classmate,noun,パス単
classroom,noun,パス単
clean,verb,パス単
clear,adjective,パス単
clever,adjective,パス単
climb,verb,パス単
close,verb,パス単
closet,noun,パス単
clothes,noun,パス単
cloudy,adjective,パス単
coach,noun,パス単
coat,noun,パス単
collect,verb,パス単
college,noun,パス単
color,noun,パス単
comedy,noun,パス単
comfortable,adjective,パス単
comic,noun,パス単
common,adjective,パス単
company,noun,パス単
computer,noun,パス単
concert,noun,パス単
contact,verb,パス単
contest,noun,パス単
continue,verb,パス単
control,verb,パス単
convenience store,noun,パス単
cookie,noun,パス単
copy,noun,パス単
corner,noun,パス単
correct,adjective,パス単
cost,verb,パス単
costume,noun,パス単
could,verb,パス単
count,verb,パス単
country,noun,パス単
course,noun,パス単
court,noun,パス単
cousin,noun,パス単
cover,verb,パス単
cracker,noun,パス単
cross,verb,パス単
crowded,adjective,パス単
cry,verb,パス単
culture,noun,パス単
custom,noun,パス単
customer,noun,パス単
cut,verb,パス単
cute,adjective,パス単
daily,adjective,パス単
damage,noun,パス単
dangerous,adjective,パス単
dark,adjective,パス単
date,noun,パス単
daughter,noun,パス単
dear,adjective,パス単
decide,verb,パス単
decoration,noun,パス単
deep,adjective,パス単
delicious,adjective,パス単
deliver,verb,パス単
dentist,noun,パス単
department store,noun,パス単
design,verb,パス単
dessert,noun,パス単
destroy,verb,パス単
dictionary,noun,パス単
die,verb,パス単
difference,noun,パス単
different,adjective,パス単
difficult,adjective,パス単
director,noun,パス単
dirty,adjective,パス単
disappear,verb,パス単
discount,noun,パス単
discover,verb,パス単
dish,noun,パス単
doctor,noun,パス単
doghouse,noun,パス単
dollar,noun,パス単
doughnut,noun,パス単
draw,verb,パス単
drawing,noun,パス単
dream,noun,パス単
dress,noun,パス単
drive,verb,パス単
drugstore,noun,パス単
dry,adjective,パス単
during,preposition,パス単
each,adverb,パス単
ear,noun,パス単
early,adjective,パス単
easily,adverb,パス単
easy,adjective,パス単
either,adverb,パス単
elementary school,noun,パス単
elevator,noun,パス単
else,adverb,パス単
e-mail,noun,パス単
end,noun,パス単
enemy,noun,パス単
energy,noun,パス単
engine,noun,パス単
enjoy,verb,パス単
enjoyable,adjective,パス単
enough,adjective,パス単
enter,verb,パス単
entrance,noun,パス単
environment,noun,パス単
escape,verb,パス単
especially,adverb,パス単
even,adverb,パス単
event,noun,パス単
ever,adverb,パス単
everybody,pronoun,パス単
everywhere,adverb,パス単
exam,noun,パス単
examination,noun,パス単
excellent,adjective,パス単
exchange,verb,パス単
excited,adjective,パス単
exciting,adjective,パス単
exercise,verb,パス単
exit,noun,パス単
expect,verb,パス単
expensive,adjective,パス単
experience,noun,パス単
explain,verb,パス単
express,verb,パス単
fact,noun,パス単
factory,noun,パス単
fail,verb,パス単
fair,noun,パス単
fall,verb,パス単
familiar,adjective,パス単
famous,adjective,パス単
fan,noun,パス単
far,adjective,パス単
farm,noun,パス単
farmer,noun,パス単
fashion,noun,パス単
fast,adjective,パス単
favorite,adjective,パス単
feed,verb,パス単
feel,verb,パス単
female,adjective,パス単
festival,noun,パス単
fever,noun,パス単
field,noun,パス単
fight,verb,パス単
figure,noun,パス単
final,adjective,パス単
finally,adverb,パス単
find,verb,パス単
fine,adjective,パス単
finish,verb,パス単
fire,noun,パス単
firework,noun,パス単
first,adverb,パス単
fit,verb,パス単
fix,verb,パス単
flag,noun,パス単
flight,noun,パス単
floor,noun,パス単
flour,noun,パス単
follow,verb,パス単
food,noun,パス単
foreign,adjective,パス単
forest,noun,パス単
forget,verb,パス単
free,adjective,パス単
French,adjective,パス単
fresh,adjective,パス単
fridge,noun,パス単
friendly,adjective,パス単
front,adjective,パス単
fruit,noun,パス単
full,adjective,パス単
fun,adjective,パス単
funny,adjective,パス単
furniture,noun,パス単
future,noun,パス単
garbage,noun,パス単
garden,noun,パス単
gate,noun,パス単
gentleman,noun,パス単
ghost,noun,パス単
gift,noun,パス単
give,verb,パス単
glad,adjective,パス単
glasses,noun,パス単
glove,noun,パス単
goal,noun,パス単
god,noun,パス単
government,noun,パス単
grade,noun,パス単
grandfather,noun,パス単
grandmother,noun,パス単
grandparent,noun,パス単
grandson,noun,パス単
grass,noun,パス単
group,noun,パス単
grow,verb,パス単
guess,verb,パス単
guest,noun,パス単
guide,noun,パス単
guy,noun,パス単
gym,noun,パス単
habit,noun,パス単
half,adjective,パス単
hall,noun,パス単
hallway,noun,パス単
hamburger,noun,パス単
handle,noun,パス単
hang,verb,パス単
happen,verb,パス単
hard,adjective,パス単
headache,noun,パス単
health,noun,パス単
healthy,adjective,パス単
hear,verb,パス単
heart,noun,パス単
heavy,adjective,パス単
height,noun,パス単
helpful,adjective,パス単
hero,noun,パス単
herself,pronoun,パス単
hide,verb,パス単
hike,verb,パス単
hill,noun,パス単
history,noun,パス単
hit,verb,パス単
hobby,noun,パス単
hockey,noun,パス単
hold,verb,パス単
hole,noun,パス単
holiday,noun,パス単
homesick,adjective,パス単
homestay,noun,パス単
hometown,noun,パス単
hope,verb,パス単
horizon,noun,パス単
horror,noun,パス単
horse,noun,パス単
hospital,noun,パス単
host,noun,パス単
hour,noun,パス単
however,adverb,パス単
huge,adjective,パス単
human,noun,パス単
hungry,adjective,パス単
hurricane,noun,パス単
hurry,verb,パス単
hurt,verb,パス単
husband,noun,パス単
idea,noun,パス単
if,conjunction,パス単
imagine,verb,パス単
importance,noun,パス単
important,adjective,パス単
information,noun,パス単
injure,verb,パス単
inside,preposition,パス単
instead,adverb,パス単
instrument,noun,パス単
interesting,adjective,パス単
international,adjective,パス単
Internet,noun,パス単
interview,noun,パス単
introduce,verb,パス単
invent,verb,パス単
invite,verb,パス単
island,noun,パス単
Italian,adjective,パス単
jazz,noun,パス単
jeans,noun,パス単
job,noun,パス単
jog,verb,パス単
join,verb,パス単
joke,noun,パス単
judge,noun,パス単
juice,noun,パス単
junior high school,noun,パス単
just,adverb,パス単
keep,verb,パス単
key,noun,パス単
kick,verb,パス単
kid,noun,パス単
kill,verb,パス単
kilogram,noun,パス単
kilometer,noun,パス単
kind,adjective,パス単
kitchen,noun,パス単
knee,noun,パス単
knock,verb,パス単
lady,noun,パス単
lake,noun,パス単
land,noun,パス単
language,noun,パス単
last,adjective,パス単
late,adjective,パス単
later,adverb,パス単
latest,adjective,パス単
laugh,verb,パス単
lay,verb,パス単
lead,verb,パス単
leader,noun,パス単
leaf,noun,パス単
learn,verb,パス単
leave,verb,パス単
lend,verb,パス単
lesson,noun,パス単
letter,noun,パス単
library,noun,パス単
license,noun,パス単
life,noun,パス単
line,noun,パス単
list,noun,パス単
little,adjective,パス単
living room,noun,パス単
local,adjective,パス単
locker,noun,パス単
lonely,adjective,パス単
look,verb,パス単
lose,verb,パス単
loud,adjective,パス単
lovely,adjective,パス単
low,adjective,パス単
luckily,adverb,パス単
lucky,adjective,パス単
machine,noun,パス単
magazine,noun,パス単
main,adjective,パス単
make,verb,パス単
male,adjective,パス単
mall,noun,パス単
manager,noun,パス単
marathon,noun,パス単
marry,verb,パス単
maybe,adverb,パス単
meal,noun,パス単
mean,verb,パス単
meaning,noun,パス単
meat,noun,パス単
medal,noun,パス単
medicine,noun,パス単
meeting,noun,パス単
member,noun,パス単
memory,noun,パス単
message,noun,パス単
meter,noun,パス単
middle,adjective,パス単
midnight,noun,パス単
million,numeral,パス単
mind,noun,パス単
minute,noun,パス単
mirror,noun,パス単
miss,verb,パス単
mix,verb,パス単
model,noun,パス単
money,noun,パス単
month,noun,パス単
most,adjective,パス単
mountain,noun,パス単
mouse,noun,パス単
move,verb,パス単
movie,noun,パス単
museum,noun,パス単
mushroom,noun,パス単
musical,noun,パス単
musician,noun,パス単
must,verb,パス単
myself,pronoun,パス単
mystery,noun,パス単
narrow,adjective,パス単
national,adjective,パス単
native,adjective,パス単
natural,adjective,パス単
nature,noun,パス単
necessary,adjective,パス単
need,verb,パス単
neighbor,noun,パス単
nervous,adjective,パス単
never,adverb,パス単
newspaper,noun,パス単
next,adjective,パス単
noise,noun,パス単
noisy,adjective,パス単
noon,noun,パス単
northern,adjective,パス単
nothing,pronoun,パス単
notice,verb,パス単
novel,noun,パス単
nurse,noun,パス単
offer,verb,パス単
office,noun,パス単
often,adverb,パス単
oil,noun,パス単
Olympic,adjective,パス単
once,adverb,パス単
one,pronoun,パス単
online,adverb,パス単
opinion,noun,パス単
order,verb,パス単
other,adjective,パス単
ourselves,pronoun,パス単
outside,adverb,パス単
oven,noun,パス単
over,preposition,パス単
oversleep,verb,パス単
own,adjective,パス単
owner,noun,パス単
package,noun,パス単
page,noun,パス単
paint,verb,パス単
painting,noun,パス単
pancake,noun,パス単
panda,noun,パス単
paper,noun,パス単
parade,noun,パス単
parent,noun,パス単
parking,noun,パス単
part,noun,パス単
part-time,noun,パス単
pass,verb,パス単
passage,noun,パス単
passenger,noun,パス単
pay,verb,パス単
peace,noun,パス単
peaceful,adjective,パス単
perfect,adjective,パス単
perform,verb,パス単
performance,noun,パス単
person,noun,パス単
phone,noun,パス単
photo,noun,パス単
photographer,noun,パス単
pie,noun,パス単
pizza,noun,パス単
place,noun,パス単
plan,noun,パス単
plane,noun,パス単
planet,noun,パス単
plant,verb,パス単
platform,noun,パス単
p.m.,acronym,パス単
pocket,noun,パス単
point,noun,パス単
police,noun,パス単
polite,adjective,パス単
pollution,noun,パス単
pond,noun,パス単
pool,noun,パス単
poor,adjective,パス単
popular,adjective,パス単
poster,noun,パス単
power,noun,パス単
powerful,adjective,パス単
practice,verb,パス単
prepare,verb,パス単
present,noun,パス単
president,noun,パス単
pretty,adjective,パス単
price,noun,パス単
prize,noun,パス単
problem,noun,パス単
produce,verb,パス単
professional,adjective,パス単
program,noun,パス単
project,noun,パス単
promise,noun,パス単
protect,verb,パス単
public,adjective,パス単
pull,verb,パス単
pumpkin,noun,パス単
purpose,noun,パス単
push,verb,パス単
put,verb,パス単
queen,noun,パス単
question,noun,パス単
quickly,adverb,パス単
quiet,adjective,パス単
race,noun,パス単
radio,noun,パス単
radish,noun,パス単
rain,noun,パス単
raise,verb,パス単
reach,verb,パス単
ready,adjective,パス単
real,adjective,パス単
realize,verb,パス単
reason,noun,パス単
receive,verb,パス単
recipe,noun,パス単
record,verb,パス単
recycle,verb,パス単
relax,verb,パス単
remember,verb,パス単
repeat,verb,パス単
report,noun,パス単
reporter,noun,パス単
resort,noun,パス単
rest,verb,パス単
restaurant,noun,パス単
return,verb,パス単
rich,adjective,パス単
ride,verb,パス単
right,adjective,パス単
ring,noun,パス単
road,noun,パス単
rock,noun,パス単
rocket,noun,パス単
round,adjective,パス単
rule,noun,パス単
sad,adjective,パス単
safely,adverb,パス単
safety,noun,パス単
sailor,noun,パス単
salad,noun,パス単
sale,noun,パス単
salesclerk,noun,パス単
same,adjective,パス単
sandwich,noun,パス単
save,verb,パス単
say,verb,パス単
scared,adjective,パス単
scarf,noun,パス単
scene,noun,パス単
schedule,noun,パス単
science,noun,パス単
science fiction,noun,パス単
scientist,noun,パス単
scissors,noun,パス単
score,noun,パス単
season,noun,パス単
secret,noun,パス単
section,noun,パス単
see,verb,パス単
seem,verb,パス単
sell,verb,パス単
send,verb,パス単
sentence,noun,パス単
serious,adjective,パス単
serve,verb,パス単
service,noun,パス単
set,verb,パス単
several,adjective,パス単
shake,verb,パス単
shape,noun,パス単
share,verb,パス単
shell,noun,パス単
shine,adjective,パス単
shock,verb,パス単
short,adjective,パス単
should,verb,パス単
shout,verb,パス単
show,verb,パス単
shrine,noun,パス単
shut,verb,パス単
shy,adjective,パス単
sick,adjective,パス単
side,noun,パス単
sight,noun,パス単
sightseeing,noun,パス単
sign,noun,パス単
silent,adjective,パス単
simple,adjective,パス単
since,preposition,パス単
sincerely,adverb,パス単
sir,noun,パス単
skill,noun,パス単
sleep,verb,パス単
slowly,adverb,パス単
smart,adjective,パス単
smell,verb,パス単
smile,verb,パス単
smoke,verb,パス単
snack,noun,パス単
snake,noun,パス単
snow,noun,パス単
snowboard,noun,パス単
snowy,adjective,パス単
social studies,noun,パス単
sofa,noun,パス単
softly,adverb,パス単
solar,adjective,パス単
soldier,noun,パス単
solve,verb,パス単
someday,adverb,パス単
someone,pronoun,パス単
something,pronoun,パス単
sometime,adverb,パス単
sometimes,adverb,パス単
somewhere,adjective,パス単
son,noun,パス単
soon,adverb,パス単
sorry,adjective,パス単
sound,noun,パス単
southern,adjective,パス単
space,noun,パス単
Spanish,adjective,パス単
speak,verb,パス単
special,adjective,パス単
speech,noun,パス単
speed,noun,パス単
spell,verb,パス単
spend,verb,パス単
spot,noun,パス単
spread,verb,パス単
stadium,noun,パス単
staff,noun,パス単
stage,noun,パス単
stamp,noun,パス単
star,noun,パス単
start,verb,パス単
state,noun,パス単
station,noun,パス単
statue,noun,パス単
steak,noun,パス単
steal,verb,パス単
stew,noun,パス単
still,adverb,パス単
stomach,noun,パス単
stomachache,noun,パス単
stop,verb,パス単
store,noun,パス単
storm,noun,パス単
straight,adverb,パス単
strange,adjective,パス単
street,noun,パス単
strong,adjective,パス単
subject,noun,パス単
subway,noun,パス単
such,adjective,パス単
suddenly,adverb,パス単
sugar,noun,パス単
suit,noun,パス単
suitcase,noun,パス単
sunglasses,noun,パス単
sunny,adjective,パス単
supermarket,noun,パス単
support,noun,パス単
sure,adjective,パス単
surf,verb,パス単
surprise,noun,パス単
surprised,adjective,パス単
survive,verb,パス単
sweater,noun,パス単
swimsuit,noun,パス単
symbol,noun,パス単
system,noun,パス単
take,verb,パス単
taste,verb,パス単
teammate,noun,パス単
telephone,noun,パス単
television,noun,パス単
tell,verb,パス単
textbook,noun,パス単
than,conjunction,パス単
theater,noun,パス単
thick,adjective,パス単
thing,noun,パス単
thirsty,adjective,パス単
through,preposition,パス単
throw,verb,パス単
ticket,noun,パス単
tie,noun,パス単
tiger,noun,パス単
tight,adjective,パス単
tired,adjective,パス単
together,adverb,パス単
toilet,noun,パス単
tonight,noun,パス単
tool,noun,パス単
tooth,noun,パス単
top,adjective,パス単
touch,verb,パス単
tour,noun,パス単
tourist,noun,パス単
tournament,noun,パス単
toward,preposition,パス単
toy,noun,パス単
track,noun,パス単
tradition,noun,パス単
traditional,adjective,パス単
train,noun,パス単
travel,verb,パス単
trick,noun,パス単
trip,noun,パス単
trouble,noun,パス単
true   ,adjective,パス単
try,verb,パス単
turn,verb,パス単
turtle,noun,パス単
twice,adverb,パス単
type,noun,パス単
typhoon,noun,パス単
uncle,noun,パス単
understand,verb,パス単
uniform,noun,パス単
university,noun,パス単
until,preposition,パス単
upset,adjective,パス単
upstairs,adverb,パス単
useful,adjective,パス単
usual,adjective,パス単
usually,adverb,パス単
vacation,noun,パス単
vegetable,noun,パス単
video,noun,パス単
view,noun,パス単
village,noun,パス単
visitor,noun,パス単
voice,noun,パス単
volunteer,noun,パス単
wait,verb,パス単
waiter,noun,パス単
wallet,noun,パス単
war,noun,パス単
warm,adjective,パス単
waste,verb,パス単
watch,verb,パス単
way,noun,パス単
weak,adjective,パス単
wear,verb,パス単
weather,noun,パス単
website,noun,パス単
wedding,noun,パス単
weekend,noun,パス単
well,adverb,パス単
wet,adjective,パス単
whale,noun,パス単
when,conjunction,パス単
while,conjunction,パス単
whole,adjective,パス単
wide,adjective,パス単
wife,noun,パス単
wild,adjective,パス単
win,verb,パス単
wind,noun,パス単
winner,noun,パス単
wish,verb,パス単
without,preposition,パス単
wonder,verb,パス単
wonderful,adjective,パス単
wood,noun,パス単
word,noun,パス単
work,verb,パス単
worker,noun,パス単
worry,adjective,パス単
writer,noun,パス単
wrong,adjective,パス単
yard,noun,パス単
yet,adverb,パス単
zoo,noun,パス単
